Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
90,CHI,Luther Burden III,WR,5.06,5,22.3,0,414.00,702.00,1350.00,"Burden didn't play much in the first half of his rookie campaign, but starting in Week 10, he flashed fantasy upside. In his final eight games, Burden ranked second in Chicago's WR corps in target share (19%) and led the group in fantasy scoring with 11.4 PPR points per game. With DJ Moore in Buffalo, Burden has a chance to provide WR2 value in 2026 and beyond. ",33.60
91,NYJ,Garrett Wilson,WR,4.04,9,25.7,0,428.00,702.00,1319.00,"The Jets finished last in passing (140.3 yards per game) and 29th in scoring (17.6 points per game) last season. Predictably, Wilson's production plummeted. Injuries also contributed, as Wilson sprained his knee in Week 6, then re-injured it in Week 11. When he played, Wilson averaged 8.4 targets per game, which wasn't far off from 2024's average of 9.0. Before 2025, Wilson had not missed a game or failed to surpass 140 targets or 1,000 receiving yards in any season. He's still a dynamic talent entering his prime, but landing a legitimate QB will be paramount for Wilson's immediate and long-term value. ",33.50
92,LAC,Oronde Gadsden II,TE,8.01,12,22.8,0,308.00,565.00,1099.00,"Gadsden flashed elite fantasy potential early in the season, but it ended with a whimper. Overall, his 47-641-3 stat line is solid for a Round 5 pick who wasn't even active until late September. Los Angeles added TE Charlie Kolar in free agency, but he's expected to be a main contributor in the run game.",33.40
93,PHI,DeVonta Smith,WR,7.02,9,27.4,0,430.00,696.00,1245.00,"Smith topped 1,000 yards for the third time in four seasons, but his target share fell from 28.6% (7th) to 24.3% (17th) in 2025. He also had a career-low four TDs. A.J. Brown's health certainly played a factor in the usage dip. Ultimately, Smith is a good No. 2 WR, but he tends to be erratic week-to-week for a low-volume passing game. If Brown sticks on the roster, Smith will retain a WR2 ceiling in the short term.",33.30
94,TB,Baker Mayfield,QB,6.04,9,31,0,835.00,1373.00,2475.00,"Baker's production reached new heights in 2024. Among the highlights: career-best marks in completion rate (71.4%), passing yards (4,500), and passing TDs (41). The addition of Round 1 WR Emeka Egbuka added optimism for 2025, but Baker's play fell off after a strong start. He finished QB12 in total fantasy points -- QB18 in PPG. Mike Evans signed with the 49ers after a 12-year run in Tampa Bay, but the pass-catching group remains in fine shape.",33.10
95,CIN,Chase Brown,RB,4.05,10,26,0,419.00,619.00,1015.00,"After a quiet rookie year, Brown showed he belongs as a big piece of Cincy's backfield in 2024. He tallied 229-990-7 rushing -- plus 54-360-4 receiving. Brown notched similar numbers in 2025, despite significant missed time from Joe Burrow. 2026 turns up a contract season for the fourth-year RB.",33.00
96,PHI,Zack Baun,LB,N/A,9,29.3,0,459.00,698.00,1059.00,"",32.30
97,BUF,Dalton Kincaid,TE,9.04,7,26.5,0,336.00,531.00,923.00,"Kincaid endured another injury-marred season in 2025, missing time with oblique and hamstring injuries. He still flashed upside with two 100-yard games, but never saw more than six targets in any outing despite Buffalo’s shaky WR depth. When healthy, Kincaid can produce as a fantasy starter. But the injury history leaves us skeptical that he'll ever deliver on his high-end TE1 potential.",32.00
98,HOU,C.J. Stroud,QB,7.04,6,24.5,0,783.00,1324.00,2557.00,"Stroud's fantasy points per game rebounded slightly from 2024 (18.2 vs. 17.0). Still, he wasn't asked to carry a team that fielded one of the NFL's top defenses. That played a part in Stroud posting only three top-12 fantasy finishes in 14 games. Nico Collins, Jayden Higgins, and Jaylin Noel supply a nice group of young weapons. Still, a lack of rushing production -- plus middling pass volume -- figures to stick around moving forward.",31.80
99,ARI,Marvin Harrison Jr.,WR,5.11,8,23.7,0,403.00,672.00,1291.00,"Injuries derailed Harrison's sophomore season, but his play also raised serious concerns. Harrison doesn't create separation or create after the catch. He ranked 70th with 1.6 yards after catch per target and dropped to 43rd with 10.5 PPR points per game. Meanwhile, lightly-regarded teammate Michael Wilson thrived with a new QB, planting further doubts about Harrison's future. The Cardinals will also be breaking in a new HC and are likely to part ways with QB Kyler Murray. Harrison has not lived up to his draft billing in his first two seasons and should be considered a risky candidate to rebound in what looks to be a tumultuous third season in Arizona.  ",31.60
100,MIN,Kyler Murray,QB,7.12,6,28.7,0,833.00,1340.00,2234.00,"Murray was a huge disappointment in 2024, right alongside an underwhelming Marvin Harrison Jr. That trend continued in 2025, this time with the QB missing most of the season with a foot injury. Arizona released Murray in March, but he should find a starting job in free agency. ",31.40
101,JAC,Brian Thomas Jr.,WR,6.02,8,23.5,0,404.00,671.00,1303.00,"After a dynamic rookie showing, Thomas was one of the most disappointing players in 2025. He missed three games with an ankle injury, but when he did play, he struggled in Liam Coen's offense. Thomas dropped to 45th in target rate (20.4%), had zero games with more than 90 receiving yards, and was tied for worst in the league with 10 drops. Thomas showcased dynamic ability as a rookie and is still only 23, but his dynasty value took a massive hit in 2025. ",31.40
102,BAL,Derrick Henry,RB,7.11,7,32.3,0,413.00,545.00,886.00,"Even at 31, Henry put together a masterful 2024 (325-1,921-16). He brushed off age/decline concerns to drop another strong season in 2025 -- this time with 16 rushing TDs and 5.2 YPC. Henry remains year to year at this stage of his career. We'll see how he meshes with a brand-new coaching staff after the firing of John Harbaugh. ",31.40
103,NO,Tyler Shough,QB,7.06,11,26.5,0,786.00,1292.00,2478.00,"Shough started 2025 as the No. 2 QB behind Spencer Rattler. But the rookie eventually earned the starting gig and played well enough to keep the job into 2026. Shough tallied a 67.6% completion rate, 7.3 yards per attempt, and engineered three game-winning drives for a talent-thin Saints offense. Shough also supplied some rushing upside with a 45-186-3 line. Now, the key will be adding WR talent alongside Chris Olave.",31.10
104,DAL,Jake Ferguson,TE,9.11,10,27.3,0,345.00,518.00,852.00,"The Cowboys offensive resurgence translated to production from Ferguson. He went 81-595-8 on 100 targets during the fantasy season. He didn't display any amazing athletic skills, but Ferguson's soft hands and good route running made him a reliable option for Dak Prescott. Ferguson signed a four-year extension and is locked in with the Cowboys long term.",31.10
105,JAC,Travis Hunter,WR,10.03,8,22.9,0,359.00,609.00,1188.00,"Just when Hunter finally had his breakout game (8/101/1) against the Rams, he suffered a knee injury in practice that ultimately ended his rookie campaign. That Week 7 game was his only performance with double-digit fantasy points. 37% of Hunter's snaps came as a CB, which will always be a concern. Additionally, the Jaguars traded for (and extended) Jakboi Meyers and also have Brian Thomas Jr. to syphon targets away from Hunter. Volume, usage, and now, injury, are all concerns for Hunter, making him a risk/reward WR3 in his second season. ",30.90
106,SF,Ricky Pearsall,WR,9.05,14,25.6,0,402.00,655.00,1210.00,"Injuries derailed Pearsall again in his second season. Having only played 20 of a possible 34 games in two seasons, Pearsall's inability to get on the field remains the biggest concern. When healthy, Pearsall showed promise, topping 85 yards and 13 PPR points in four of nine starts. However, he was also held to fewer than five PPR points in three. If he can ever get -- and stay -- healthy, Pearsall has dynamic WR2 potential. But until he plays a full season, Perasall remains a risk/reward dynasty target.  ",30.70
107,RK,Eli Stowers,TE,11.10,18,23,0,312.00,531.00,987.00,"Stowers is a former QB converted to TE. He will be more slot WR than TE, sitting at 6'4, 235 pounds. He led Vanderbilt with 62 catches last year and was a reliable option for QB Diego Pavia. Stowers has elite explosiveness and short-area quickness, and that was reflected in his excellent Combine performance. He should sneak into Day 2 and become an impact fantasy player with enough playing time.",30.20
108,GB,Christian Watson,WR,9.01,5,26.9,0,414.00,644.00,1057.00,"Watson only played 10 games this season after suffering an ACL tear at the end of last season. Watson ended the season as WR19 in PPR points per game overtaking Matthew Golden. Watson signed a one-year extension keeping him on the Packers in 2026. Watson's athleticism makes him a high upside dynasty stash though his injury history is extensive. ",30.00
109,RK,Dillon Thieneman,DB,N/A,18,21.7,0,491.00,804.00,1534.00,"",29.80
110,SF,George Kittle,TE,10.05,14,32.5,0,352.00,512.00,711.00,"Kittle tallied 57 catches, 628 yards, and 7 TDs across 11 games in 2025. His season ended with a torn right Achilles in the Wild Card Round. It's the type of severe injury that leaves his short-term effectiveness in question. Still, there's at least a chance he returns for Week 1. We'll monitor Kittle's rehab closely. ",29.80
111,RK,KC Concepcion,WR,8.02,18,21.5,0,380.00,648.00,1283.00,"Concepcion flashed at NC State but really came into his own at Texas A&M this year. He went 61-919-9 as a receiver. Concepcion also ran 10 times for 75 yards and a TD. He also is an elite returner who had two TDs this year. Concepcion is a Percy Harvin-level weapon who may end up being a high-end offensive weapon. His role and team will be key, but Concepcion has plenty fantasy upside if he is a first round pick. ",29.80
112,IND,Daniel Jones,QB,8.09,11,28.8,0,753.00,1230.00,2389.00,"Jones' 2023 was derailed by a mid-season ACL tear. Back healthy for a make-or-break 2024, Jones again struggled to prove he's a long-term answer. Then, in a stunning turn, Jones assembled an excellent run in 2025. In 13 games, he racked up 3,101 yards, 19 TDs, 8 INTs, and a 68% completion rate. A torn right Achilles complicates his '26 outlook, but we at least know he'll return to Indy after inking a two-year deal in March.",29.60
113,NYG,Isaiah Likely,TE,11.06,14,26,0,320.00,504.00,875.00,"A preseason foot fracture limited Likely early and cost him the first four games of the 2025 season. He continued to showcase athletic traits when healthy, but the production was very inconsistent (25-275-1). Likely joined HC John Harbaugh and the Giants in free agency, placing him in a lead TE role ahead of Theo Johnson. There's certainly TE1 potential here, especially if Jaxson Dart shows improvement.",29.30
114,CHI,Rome Odunze,WR,5.07,5,23.8,0,382.00,626.00,1170.00,"Through 12 games, Odunze was averaging 12.2 PPR points per game (WR22) with a pair of 100-yard outings and six TDs. But a foot injury resulted in Odunze missing Chicago's last five regular-season games. Still, he was undoubtedly Chicago's top WR in his first season in Ben Johnson's offense, cementing his status as an ascending young WR and dynasty asset. ",29.30
115,CAR,Bryce Young,QB,8.03,14,24.7,0,731.00,1236.00,2387.00,"Young's rookie year was nothing short of a disaster: 2,877 yards, 11 TDs, and 11 INTs across 16 games. HC Dave Canales arrived to help Young post a promising 2024 – particularly later in the season. From Week 12 on, the 'Bama product ranked sixth in QB fantasy points. His supporting cast received a boost with the arrival of Round 1 WR Tetairoa McMillan in 2025. Still, he underwhelmed for fantasy with a QB18 finish. We're not expecting a major breakout in the fall.",28.90
116,RK,Omar Cooper Jr.,WR,8.10,18,22.3,0,373.00,625.00,1218.00,"Cooper led Indiana in receiving this year going 64-866-13. His body control and hands led him to being a major target for Heisman QB Fernano Mendoza, especially in the red zone. Cooper profiles as an NFL contributor, even if he doesn't have the speed to be a No. 1.",28.80
117,NYG,Cameron Skattebo,RB,7.03,14,24.2,0,366.00,573.00,925.00,"Skattebo earned plenty of hype as a hard-nosed runner with 1,711 rushing yards in 2024. Arizona State utilized him in the passing game, too, but he didn't display top-notch athleticism. Skattebo did post a strong 39.5"" vertical at the NFL Combine. While his Round 4 draft capital wasn't ideal, Skattebo looked like an NFL back in brief 2025 action. He missed most of the season with a serious ankle injury and will push to earn touches for a new staff in 2026.",28.70
118,PIT,D.K. Metcalf,WR,9.06,5,28.3,0,382.00,611.00,1055.00,"Metcalf set career-low marks in targets (99), catches (59), and yards (850) in his first season in Pittsburgh. He still ranked 22nd with 12.5 PPR points per game and remained one of the best yards-after-catch WRs. Pittsburgh still has QB concerns, which makes Metcalf a somewhat risky option in dynasty, but he is still in his prime at 28. ",28.40
